				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
飛機	見聞	漂泊	旅行	0.421	0.255	0.328	0.414	0.228	0.126	0.222
世界	機票	朋友	旅行	0.42	0.305	0.381	0.323	0.132	0.235	0.222
愉快	畢業	漂泊	旅行	0.42	0.363	0.289	0.414	0.177	0.227	0.242
世界	畢業	漂泊	旅行	0.419	0.305	0.289	0.414	0.162	0.184	0.242
愉快	畢業	歐洲	旅行	0.41	0.363	0.289	0.266	0.177	0.117	0.214
見聞	歐洲	漂泊	旅行	0.41	0.328	0.266	0.414	0.23	0.222	0.146
放鬆	見聞	漂泊	旅行	0.409	0.298	0.328	0.414	0.229	0.179	0.222
放鬆	火車	朋友	旅行	0.406	0.298	0.345	0.323	0.145	0.222	0.193
世界	飛機	背包	旅行	0.405	0.305	0.255	0.486	0.226	0.17	0.245
世界	放鬆	旅館	旅行	0.397	0.305	0.298	0.304	0.128	0.161	0.22
放鬆	朋友	漂泊	旅行	0.394	0.298	0.323	0.414	0.222	0.179	0.239
飛機	自由	見聞	旅行	0.393	0.255	0.312	0.328	0.135	0.228	0.139
行李	畢業	歐洲	旅行	0.388	0.45	0.289	0.266	0.227	0.176	0.214
世界	放鬆	畢業	旅行	0.385	0.305	0.298	0.289	0.128	0.162	0.216
世界	朋友	漂泊	旅行	0.383	0.305	0.323	0.414	0.235	0.184	0.239
行李	放鬆	畢業	旅行	0.382	0.45	0.298	0.289	0.212	0.227	0.216
世界	飛機	愉快	旅行	0.377	0.305	0.255	0.363	0.226	0.185	0.135
自由	畢業	漂泊	旅行	0.374	0.312	0.289	0.414	0.157	0.241	0.242
世界	放鬆	見聞	旅行	0.374	0.305	0.298	0.328	0.128	0.199	0.229
見聞	朋友	漂泊	旅行	0.371	0.328	0.323	0.414	0.233	0.222	0.239
畢業	歐洲	漂泊	旅行	0.367	0.289	0.266	0.414	0.214	0.242	0.146
放鬆	畢業	漂泊	旅行	0.363	0.298	0.289	0.414	0.216	0.179	0.242
畢業	朋友	漂泊	旅行	0.363	0.289	0.323	0.414	0.182	0.242	0.239
世界	休閒	朋友	旅行	0.36	0.305	0.313	0.323	0.188	0.235	0.157
世界	火車	朋友	旅行	0.358	0.305	0.345	0.323	0.187	0.235	0.193
放鬆	歐洲	朋友	旅行	0.352	0.298	0.266	0.323	0.176	0.222	0.137
世界	飛機	放鬆	旅行	0.352	0.305	0.255	0.298	0.226	0.128	0.152
放鬆	機票	朋友	旅行	0.35	0.298	0.381	0.323	0.208	0.222	0.222
畢業	歐洲	朋友	旅行	0.346	0.289	0.266	0.323	0.214	0.182	0.137
世界	旅館	朋友	旅行	0.343	0.305	0.304	0.323	0.161	0.235	0.192
世界	放鬆	朋友	旅行	0.34	0.305	0.298	0.323	0.128	0.235	0.222
世界	畢業	朋友	旅行	0.338	0.305	0.289	0.323	0.162	0.235	0.182
飛機	放鬆	朋友	旅行	0.335	0.255	0.298	0.323	0.152	0.167	0.222
見聞	歐洲	朋友	旅行	0.317	0.328	0.266	0.323	0.23	0.233	0.137
放鬆	旅館	朋友	旅行	0.29	0.298	0.304	0.323	0.22	0.222	0.192
放鬆	畢業	朋友	旅行	0.29	0.298	0.289	0.323	0.216	0.222	0.182
世界	見聞	朋友	旅行	0.289	0.305	0.328	0.323	0.199	0.235	0.233
飛機	見聞	朋友	旅行	0.278	0.255	0.328	0.323	0.228	0.167	0.233
飛機	放鬆	見聞	旅行	0.272	0.255	0.298	0.328	0.152	0.228	0.229
放鬆	見聞	朋友	旅行	0.265	0.298	0.328	0.323	0.229	0.222	0.233
放鬆	見聞	歐洲	旅行	0.257	0.298	0.328	0.266	0.229	0.176	0.23
世界	飛機	朋友	旅行	0.255	0.305	0.255	0.323	0.226	0.235	0.167
放鬆	畢業	歐洲	旅行	0.247	0.298	0.289	0.266	0.216	0.176	0.214
世界	飛機	見聞	旅行	0.235	0.305	0.255	0.328	0.226	0.199	0.228
